selector_max_inner_origins,direction,seed,horizon,relative_origin,transition_order,transition_window,transition_smoothness,transition_window_post_fraction,start_order,start_window,start_smoothness,start_window_post_fraction,target_order,target_window,target_smoothness,target_window_post_fraction,abs_smoothness_gap_to_target,order_match_target,window_match_target,discrete_config_match_target
5,low_to_high,0,1,-24,2,72,0.9999975273035391,0.0,2,72,0.9999975273035391,0.0,3,24,0.6577874254170444,0.0,0.3422101018864947,0.0,0.0,0.0
5,low_to_high,0,1,-21,3,72,0.7502580035371209,0.0,3,72,0.7502580035371209,0.0,3,72,0.5977733576354488,0.0,0.1524846459016721,1.0,1.0,1.0
5,low_to_high,0,1,-18,1,24,0.8259600494108627,0.0,1,24,0.8259600494108627,0.0,1,24,0.6405543724787949,0.0,0.18540567693206778,1.0,1.0,1.0
5,low_to_high,0,1,-15,1,72,0.2796356784088778,0.0,1,72,0.2796356784088778,0.0,3,24,0.6711909750658397,0.0,0.39155529665696187,0.0,0.0,0.0
5,low_to_high,0,1,-12,1,72,0.1389098919044718,0.0,1,72,0.1389098919044718,0.0,3,24,0.6686759973862474,0.0,0.5297661054817756,0.0,0.0,0.0
5,low_to_high,0,1,-9,1,72,0.2534188451277954,0.0,1,72,0.2534188451277954,0.0,3,24,0.6791183543827923,0.0,0.42569950925499694,0.0,0.0,0.0
5,low_to_high,0,1,-6,3,24,0.8483987877740413,0.0,3,24,0.8483987877740413,0.0,3,24,0.6934065479239558,0.0,0.15499223985008548,1.0,1.0,1.0
5,low_to_high,0,1,-3,3,48,0.78939014813179,0.0,3,48,0.78939014813179,0.0,3,48,0.6456661403709508,0.0,0.14372400776083916,1.0,1.0,1.0
5,low_to_high,0,1,0,1,72,0.16465487611183038,0.0,1,72,0.16465487611183038,0.0,2,48,0.237631366801034,0.0,0.07297649068920362,0.0,0.0,0.0
5,low_to_high,0,1,3,1,24,0.4557774450492521,0.125,2,48,0.9929201103081955,0.0625,1,24,0.429211253228511,0.125,0.026566191820741103,1.0,1.0,1.0
5,low_to_high,0,1,6,1,24,0.35480981274724543,0.25,2,48,0.997031111394374,0.125,1,48,0.3677995636478539,0.125,0.012989750900608443,1.0,0.0,0.0
5,low_to_high,0,1,9,1,24,0.33622371451247973,0.375,2,48,0.9999990215052298,0.1875,2,72,0.987652689889689,0.125,0.6514289753772093,0.0,0.0,0.0
5,low_to_high,0,1,12,1,24,0.5580205031465773,0.5,2,72,0.9900072486763128,0.16666666666666666,1,24,0.4096616253031201,0.5,0.14835887784345714,1.0,1.0,1.0
5,low_to_high,0,1,15,1,48,0.413078967097226,0.3125,2,72,0.9929086774202073,0.20833333333333334,3,48,0.9876478095294615,0.3125,0.5745688424322355,0.0,1.0,0.0
5,low_to_high,0,1,18,2,72,0.9917484553210395,0.25,3,48,0.9999953170608857,0.375,2,72,0.993913530207974,0.25,0.002165074886934515,1.0,1.0,1.0
5,low_to_high,0,1,21,3,24,0.9808500351556578,0.875,2,72,0.9981602337182938,0.2916666666666667,3,48,0.9955442148725051,0.4375,0.014694179716847278,1.0,0.0,0.0
5,low_to_high,0,1,24,2,72,0.999998276326873,0.3333333333333333,2,72,0.9999985811628221,0.3333333333333333,2,72,0.9999936216916763,0.3333333333333333,4.6546351967213795e-06,1.0,1.0,1.0
5,low_to_high,0,1,27,2,72,1.00000035924574,0.375,2,72,0.9999986160093113,0.375,2,72,1.00000035924574,0.375,0.0,1.0,1.0,1.0
5,low_to_high,0,1,30,2,72,1.00000035924574,0.4166666666666667,2,72,1.00000035924574,0.4166666666666667,2,72,0.9999990443027019,0.4166666666666667,1.314943038122074e-06,1.0,1.0,1.0
5,low_to_high,0,1,33,2,72,0.9979908545616133,0.4583333333333333,3,48,0.9999939036535136,0.6875,2,72,1.00000035924574,0.4583333333333333,0.0020095046841267505,1.0,1.0,1.0
5,low_to_high,0,1,36,1,48,3.045995807355589e-08,0.75,1,72,0.5636405258456635,0.5,2,72,1.00000035924574,0.5,1.000000328785782,0.0,0.0,0.0
5,low_to_high,0,1,39,1,24,0.8015503208908025,1.0,1,72,0.9324070350964142,0.5416666666666666,1,48,0.795457107616961,0.8125,0.006093213273841491,1.0,0.0,0.0
5,low_to_high,0,1,42,1,24,0.7925358224192891,1.0,1,24,0.9835910053939776,1.0,1,24,0.7935497817986031,1.0,0.0010139593793140333,1.0,1.0,1.0
5,low_to_high,0,1,45,1,72,0.8311231783568119,0.625,1,24,0.9993263684858261,1.0,1,72,0.8316037424763012,0.625,0.00048056411948926847,1.0,1.0,1.0
5,low_to_high,0,1,48,1,24,0.854753009641387,1.0,1,24,0.9841994669520773,1.0,1,24,0.8549285145934401,1.0,0.00017550495205309602,1.0,1.0,1.0
5,low_to_high,0,1,51,2,72,1.00000035924574,0.7083333333333334,1,24,0.9639945235592681,1.0,2,72,1.00000035924574,0.7083333333333334,0.0,1.0,1.0,1.0
5,low_to_high,0,1,54,2,72,0.9999986857452863,0.75,1,24,0.9271457996686945,1.0,2,72,0.9999989443244915,0.75,2.5857920527005973e-07,1.0,1.0,1.0
5,low_to_high,0,1,57,2,24,0.8068556697114362,1.0,2,72,1.00000035924574,0.7916666666666666,2,24,0.8068598861239364,1.0,4.216412500257505e-06,1.0,1.0,1.0
5,low_to_high,0,1,60,1,48,3.045995807355589e-08,1.0,2,72,1.00000035924574,0.8333333333333334,2,72,0.9999988489161286,0.8333333333333334,0.9999988184561704,0.0,0.0,0.0
5,low_to_high,0,1,63,3,24,0.8862262331288412,1.0,3,24,0.9526631702719061,1.0,3,24,0.8862264579653331,1.0,2.24836491868885e-07,1.0,1.0,1.0
5,low_to_high,0,1,66,2,72,0.12395561379186827,0.9166666666666666,1,24,3.0459958149967166e-08,1.0,2,48,0.12406959849728562,1.0,0.00011398470541734707,1.0,0.0,0.0
5,low_to_high,0,1,69,2,48,0.09296234476217732,1.0,2,24,0.4637090896272602,1.0,2,48,0.09296235378795918,1.0,9.025781858018611e-09,1.0,1.0,1.0
5,low_to_high,0,1,72,3,24,0.4083567404723487,1.0,3,24,0.6515570822962317,1.0,3,24,0.4083567173979588,1.0,2.3074389898791736e-08,1.0,1.0,1.0
5,low_to_high,0,1,75,1,24,0.9999999658925871,1.0,3,72,0.6341162008370053,1.0,1,24,0.9999999658895602,1.0,3.0269120543380268e-12,1.0,1.0,1.0
5,low_to_high,0,1,78,1,24,0.9959367717786397,1.0,1,24,0.9883498576414056,1.0,1,24,0.9959385884476781,1.0,1.8166690384235906e-06,1.0,1.0,1.0
5,low_to_high,0,1,81,3,48,0.9999939036535136,1.0,1,72,0.9819391554582003,1.0,3,48,0.9999939036535136,1.0,0.0,1.0,1.0,1.0
5,low_to_high,0,1,84,3,48,0.9999939036535136,1.0,3,48,0.9999939036535136,1.0,3,48,0.9999939036535136,1.0,0.0,1.0,1.0,1.0
5,low_to_high,0,1,87,3,72,0.8341879400285109,1.0,1,48,0.9995078238064652,1.0,3,72,0.8341879372579577,1.0,2.7705532312793935e-09,1.0,1.0,1.0
5,low_to_high,0,1,90,3,24,3.045993872368464e-07,1.0,2,48,9.13798622857188e-08,1.0,3,24,3.045993872368464e-07,1.0,0.0,1.0,1.0,1.0
5,low_to_high,0,1,93,3,24,0.14508875636199633,1.0,2,48,0.14788314240228972,1.0,3,24,0.14508875624019218,1.0,1.2180415009943601e-10,1.0,1.0,1.0
5,low_to_high,0,1,96,3,24,0.2862717967747355,1.0,2,72,0.9971588990115933,1.0,3,24,0.2862717967308691,1.0,4.386641050402318e-11,1.0,1.0,1.0
5,low_to_high,0,1,99,2,72,0.9999980093509093,1.0,2,72,0.9999987424492848,1.0,2,72,0.9999981573654356,1.0,1.4801452630219813e-07,1.0,1.0,1.0
5,low_to_high,0,1,102,2,72,1.00000035924574,1.0,2,72,1.00000035924574,1.0,2,72,1.00000035924574,1.0,0.0,1.0,1.0,1.0
5,low_to_high,0,1,105,2,24,0.9332983089609588,1.0,3,72,0.9982693867615513,1.0,2,24,0.9332983095348943,1.0,5.739355657397027e-10,1.0,1.0,1.0
5,low_to_high,0,1,108,2,24,0.9051976442215787,1.0,3,24,0.9999989902053644,1.0,2,24,0.9051976442829103,1.0,6.133160646015767e-11,1.0,1.0,1.0
5,low_to_high,0,1,111,2,24,0.9089651905196803,1.0,3,72,0.9999987523564559,1.0,2,24,0.9089651905555612,1.0,3.5880964865953047e-11,1.0,1.0,1.0
5,low_to_high,0,1,114,2,24,0.8972711400186442,1.0,3,24,0.9999958924587974,1.0,2,24,0.8972711400336565,1.0,1.5012324716678904e-11,1.0,1.0,1.0
5,low_to_high,0,1,117,3,24,0.9454098972052677,1.0,3,24,0.9999958924587974,1.0,3,24,0.9454098972136554,1.0,8.387734951043058e-12,1.0,1.0,1.0
5,high_to_low,0,1,-60,1,48,0.7913387351644955,0.0,1,48,0.7913387351644955,0.0,2,72,0.9994532046825092,0.0,0.2081144695180137,0.0,0.0,0.0
5,high_to_low,0,1,-57,1,72,3.0459958161388936e-08,0.0,1,72,3.0459958161388936e-08,0.0,1,48,0.8093349425936662,0.0,0.8093349121337081,1.0,0.0,0.0
5,high_to_low,0,1,-54,2,72,9.13798623055787e-08,0.0,2,72,9.13798623055787e-08,0.0,1,72,3.0459958161388936e-08,0.0,6.091990414418976e-08,0.0,1.0,0.0
5,high_to_low,0,1,-51,1,72,3.0459958161388936e-08,0.0,1,72,3.0459958161388936e-08,0.0,2,72,1.00000035924574,0.0,1.000000328785782,0.0,1.0,0.0
5,high_to_low,0,1,-48,2,72,0.8293550160222383,0.0,2,72,0.8293550160222383,0.0,2,48,0.9999990215052298,0.0,0.17064400548299152,1.0,0.0,0.0
5,high_to_low,0,1,-45,3,72,0.999996697296921,0.0,3,72,0.999996697296921,0.0,2,48,0.9999997922011691,0.0,3.094904248102104e-06,0.0,0.0,0.0
5,high_to_low,0,1,-42,2,24,0.8640935901604121,0.0,2,24,0.8640935901604121,0.0,2,48,0.9999997845354986,0.0,0.13590619437508655,1.0,0.0,0.0
5,high_to_low,0,1,-39,2,48,0.8871106808721967,0.0,2,48,0.8871106808721967,0.0,2,72,0.9999986914321985,0.0,0.11288801056000186,1.0,0.0,0.0
5,high_to_low,0,1,-36,2,48,0.9913537986396068,0.0,2,48,0.9913537986396068,0.0,2,72,0.9999973225556567,0.0,0.008643523916049833,1.0,0.0,0.0
5,high_to_low,0,1,-33,3,48,0.8786062715757371,0.0,3,48,0.8786062715757371,0.0,3,48,0.9999969638881969,0.0,0.1213906923124598,1.0,1.0,1.0
5,high_to_low,0,1,-30,3,48,0.9990548745860378,0.0,3,48,0.9990548745860378,0.0,2,72,0.9999977518128592,0.0,0.0009428772268214036,0.0,0.0,0.0
5,high_to_low,0,1,-27,3,72,0.9999987523564559,0.0,3,72,0.9999987523564559,0.0,2,72,0.9999975064950021,0.0,1.2458614537802504e-06,0.0,1.0,0.0
5,high_to_low,0,1,-24,3,24,0.6577874254170444,0.0,3,24,0.6577874254170444,0.0,2,72,0.9999975273035391,0.0,0.3422101018864947,0.0,0.0,0.0
5,high_to_low,0,1,-21,3,72,0.5977733576354488,0.0,3,72,0.5977733576354488,0.0,3,72,0.7502580035371209,0.0,0.1524846459016721,1.0,1.0,1.0
5,high_to_low,0,1,-18,1,24,0.6405543724787949,0.0,1,24,0.6405543724787949,0.0,1,24,0.8259600494108627,0.0,0.18540567693206778,1.0,1.0,1.0
5,high_to_low,0,1,-15,3,24,0.6711909750658397,0.0,3,24,0.6711909750658397,0.0,1,72,0.2796356784088778,0.0,0.39155529665696187,0.0,0.0,0.0
5,high_to_low,0,1,-12,3,24,0.6686759973862474,0.0,3,24,0.6686759973862474,0.0,1,72,0.1389098919044718,0.0,0.5297661054817756,0.0,0.0,0.0
5,high_to_low,0,1,-9,3,24,0.6791183543827923,0.0,3,24,0.6791183543827923,0.0,1,72,0.2534188451277954,0.0,0.42569950925499694,0.0,0.0,0.0
5,high_to_low,0,1,-6,3,24,0.6934065479239558,0.0,3,24,0.6934065479239558,0.0,3,24,0.8483987877740413,0.0,0.15499223985008548,1.0,1.0,1.0
5,high_to_low,0,1,-3,3,48,0.6456661403709508,0.0,3,48,0.6456661403709508,0.0,3,48,0.78939014813179,0.0,0.14372400776083916,1.0,1.0,1.0
5,high_to_low,0,1,0,2,48,0.237631366801034,0.0,2,48,0.237631366801034,0.0,1,72,0.16465487611183038,0.0,0.07297649068920362,0.0,0.0,0.0
5,high_to_low,0,1,3,3,24,0.9999981328771674,0.125,1,24,0.429211253228511,0.125,2,48,0.9929201103081955,0.0625,0.007078022568971942,0.0,0.0,0.0
5,high_to_low,0,1,6,2,24,0.9726771121769359,0.25,1,48,0.3677995636478539,0.125,2,48,0.997031111394374,0.125,0.024353999217438083,1.0,0.0,0.0
5,high_to_low,0,1,9,2,48,0.9999997663438226,0.1875,2,72,0.987652689889689,0.125,2,48,0.9999990215052298,0.1875,7.448385928032764e-07,1.0,1.0,1.0
5,high_to_low,0,1,12,2,72,0.9948212068088549,0.16666666666666666,1,24,0.4096616253031201,0.5,2,72,0.9900072486763128,0.16666666666666666,0.00481395813254204,1.0,1.0,1.0
5,high_to_low,0,1,15,2,72,0.9947081575216968,0.20833333333333334,3,48,0.9876478095294615,0.3125,2,72,0.9929086774202073,0.20833333333333334,0.001799480101489559,1.0,1.0,1.0
5,high_to_low,0,1,18,3,48,0.999091103892752,0.375,2,72,0.993913530207974,0.25,3,48,0.9999953170608857,0.375,0.0009042131681337162,1.0,1.0,1.0
5,high_to_low,0,1,21,3,48,0.9999957026019973,0.4375,3,48,0.9955442148725051,0.4375,2,72,0.9981602337182938,0.2916666666666667,0.0018354688837035615,0.0,0.0,0.0
5,high_to_low,0,1,24,3,48,0.999990720774434,0.5,2,72,0.9999936216916763,0.3333333333333333,2,72,0.9999985811628221,0.3333333333333333,7.86038838818115e-06,0.0,0.0,0.0
5,high_to_low,0,1,27,3,48,0.9999939036535136,0.5625,2,72,1.00000035924574,0.375,2,72,0.9999986160093113,0.375,4.712355797686918e-06,0.0,0.0,0.0
5,high_to_low,0,1,30,3,48,0.9999939036535136,0.625,2,72,0.9999990443027019,0.4166666666666667,2,72,1.00000035924574,0.4166666666666667,6.455592226450868e-06,0.0,0.0,0.0
5,high_to_low,0,1,33,3,48,0.9999939036535136,0.6875,2,72,1.00000035924574,0.4583333333333333,3,48,0.9999939036535136,0.6875,0.0,1.0,1.0,1.0
5,high_to_low,0,1,36,3,48,0.9957145948794395,0.75,2,72,1.00000035924574,0.5,1,72,0.5636405258456635,0.5,0.432074069033776,0.0,0.0,0.0
5,high_to_low,0,1,39,1,72,0.9322681529457196,0.5416666666666666,1,48,0.795457107616961,0.8125,1,72,0.9324070350964142,0.5416666666666666,0.00013888215069457477,1.0,1.0,1.0
5,high_to_low,0,1,42,1,24,0.9835910053939776,1.0,1,24,0.7935497817986031,1.0,1,24,0.9835910053939776,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,45,1,24,0.9993263684858261,1.0,1,72,0.8316037424763012,0.625,1,24,0.9993263684858261,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,48,1,24,0.9841994669520773,1.0,1,24,0.8549285145934401,1.0,1,24,0.9841994669520773,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,51,1,24,0.9639945235592681,1.0,2,72,1.00000035924574,0.7083333333333334,1,24,0.9639945235592681,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,54,3,48,0.9999939036535136,1.0,2,72,0.9999989443244915,0.75,1,24,0.9271457996686945,1.0,0.07284810398481911,0.0,0.0,0.0
5,high_to_low,0,1,57,2,72,1.00000035924574,0.7916666666666666,2,24,0.8068598861239364,1.0,2,72,1.00000035924574,0.7916666666666666,0.0,1.0,1.0,1.0
5,high_to_low,0,1,60,2,72,0.9969018529270364,0.8333333333333334,2,72,0.9999988489161286,0.8333333333333334,2,72,1.00000035924574,0.8333333333333334,0.0030985063187036754,1.0,1.0,1.0
5,high_to_low,0,1,63,3,24,0.9526631702719061,1.0,3,24,0.8862264579653331,1.0,3,24,0.9526631702719061,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,66,1,24,3.0459958149967166e-08,1.0,2,48,0.12406959849728562,1.0,1,24,3.0459958149967166e-08,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,69,2,24,0.4637090896272602,1.0,2,48,0.09296235378795918,1.0,2,24,0.4637090896272602,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,72,3,24,0.6515570822962317,1.0,3,24,0.4083567173979588,1.0,3,24,0.6515570822962317,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,75,3,72,0.6341162008370101,1.0,1,24,0.9999999658895602,1.0,3,72,0.6341162008370053,1.0,4.884981308350689e-15,1.0,1.0,1.0
5,high_to_low,0,1,78,1,24,0.9883498576414056,1.0,1,24,0.9959385884476781,1.0,1,24,0.9883498576414056,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,81,1,72,0.9820877064428254,1.0,3,48,0.9999939036535136,1.0,1,72,0.9819391554582003,1.0,0.0001485509846250732,1.0,1.0,1.0
5,high_to_low,0,1,84,3,48,0.9999939036535136,1.0,3,48,0.9999939036535136,1.0,3,48,0.9999939036535136,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,87,1,48,0.9995078238064652,1.0,3,72,0.8341879372579577,1.0,1,48,0.9995078238064652,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,90,2,48,9.13798622857188e-08,1.0,3,24,3.045993872368464e-07,1.0,2,48,9.13798622857188e-08,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,93,2,48,0.14788314240228972,1.0,3,24,0.14508875624019218,1.0,2,48,0.14788314240228972,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,96,2,72,0.9971588990115933,1.0,3,24,0.2862717967308691,1.0,2,72,0.9971588990115933,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,99,2,72,0.9999987424492848,1.0,2,72,0.9999981573654356,1.0,2,72,0.9999987424492848,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,102,2,72,1.00000035924574,1.0,2,72,1.00000035924574,1.0,2,72,1.00000035924574,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,105,3,72,0.9982693867615513,1.0,2,24,0.9332983095348943,1.0,3,72,0.9982693867615513,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,108,3,24,0.9999989902053644,1.0,2,24,0.9051976442829103,1.0,3,24,0.9999989902053644,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,111,3,72,0.9999987523564559,1.0,2,24,0.9089651905555612,1.0,3,72,0.9999987523564559,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,114,3,24,0.9999958924587974,1.0,2,24,0.8972711400336565,1.0,3,24,0.9999958924587974,1.0,0.0,1.0,1.0,1.0
5,high_to_low,0,1,117,3,24,0.9999958924587974,1.0,3,24,0.9454098972136554,1.0,3,24,0.9999958924587974,1.0,0.0,1.0,1.0,1.0
10,low_to_high,0,1,-60,2,24,0.9668406604406117,0.0,2,24,0.9668406604406117,0.0,1,48,0.4119874628836854,0.0,0.5548531975569263,0.0,0.0,0.0
10,low_to_high,0,1,-57,3,24,0.9999958924587974,0.0,3,24,0.9999958924587974,0.0,1,48,0.2973641085789618,0.0,0.7026317838798356,0.0,0.0,0.0
10,low_to_high,0,1,-54,3,24,0.9999958924587974,0.0,3,24,0.9999958924587974,0.0,1,48,0.015552176150991345,0.0,0.984443716307806,0.0,0.0,0.0
10,low_to_high,0,1,-51,2,72,0.9870586657166935,0.0,2,72,0.9870586657166935,0.0,1,48,0.18810768009615514,0.0,0.7989509856205383,0.0,0.0,0.0
10,low_to_high,0,1,-48,2,72,0.9913952632294614,0.0,2,72,0.9913952632294614,0.0,2,72,0.843289736397094,0.0,0.14810552683236733,1.0,1.0,1.0
10,low_to_high,0,1,-45,2,72,0.9977913228674296,0.0,2,72,0.9977913228674296,0.0,1,48,0.3410597946177302,0.0,0.6567315282496993,0.0,0.0,0.0
10,low_to_high,0,1,-42,2,72,0.9965911494613858,0.0,2,72,0.9965911494613858,0.0,1,48,0.050342293273765396,0.0,0.9462488561876204,0.0,0.0,0.0
10,low_to_high,0,1,-39,2,72,0.9999996260882208,0.0,2,72,0.9999996260882208,0.0,2,72,0.8451956826262405,0.0,0.15480394346198034,1.0,1.0,1.0
10,low_to_high,0,1,-36,2,72,0.9999996219308538,0.0,2,72,0.9999996219308538,0.0,2,24,0.8686432351191633,0.0,0.13135638681169048,1.0,0.0,0.0
10,low_to_high,0,1,-33,2,72,0.9950929100558488,0.0,2,72,0.9950929100558488,0.0,2,24,0.840281863900701,0.0,0.15481104615514774,1.0,0.0,0.0
10,low_to_high,0,1,-30,2,72,0.9951823710981235,0.0,2,72,0.9951823710981235,0.0,3,72,0.9999987523564559,0.0,0.004816381258332392,0.0,1.0,0.0
10,low_to_high,0,1,-27,2,72,0.9951707683795772,0.0,2,72,0.9951707683795772,0.0,3,72,0.9999987523564559,0.0,0.004827983976878669,0.0,1.0,0.0
10,low_to_high,0,1,-24,2,72,0.9999980242418438,0.0,2,72,0.9999980242418438,0.0,3,72,0.9999987523564559,0.0,7.281146120474702e-07,0.0,1.0,0.0
10,low_to_high,0,1,-21,2,72,0.9999987918658274,0.0,2,72,0.9999987918658274,0.0,2,24,0.8737087048400605,0.0,0.12629008702576694,1.0,0.0,0.0
10,low_to_high,0,1,-18,2,72,1.00000035924574,0.0,2,72,1.00000035924574,0.0,1,48,0.3298567008506992,0.0,0.6701436583950409,0.0,0.0,0.0
10,low_to_high,0,1,-15,3,48,0.9999939036535136,0.0,3,48,0.9999939036535136,0.0,1,48,3.045995807355589e-08,0.0,0.9999938731935555,0.0,1.0,0.0
10,low_to_high,0,1,-12,2,72,1.00000035924574,0.0,2,72,1.00000035924574,0.0,3,24,0.6858544755085914,0.0,0.3141458837371487,0.0,0.0,0.0
10,low_to_high,0,1,-9,3,24,0.8326689491341698,0.0,3,24,0.8326689491341698,0.0,3,24,0.6752486451682181,0.0,0.15742030396595164,1.0,1.0,1.0
10,low_to_high,0,1,-6,3,48,0.80824162343429,0.0,3,48,0.80824162343429,0.0,3,24,0.6824041625911234,0.0,0.1258374608431666,1.0,0.0,0.0
10,low_to_high,0,1,-3,3,48,0.7950511331277432,0.0,3,48,0.7950511331277432,0.0,3,48,0.6518713376449874,0.0,0.14317979548275583,1.0,1.0,1.0
10,low_to_high,0,1,0,1,72,0.20695726269662354,0.0,1,72,0.20695726269662354,0.0,2,48,0.2738463649423755,0.0,0.06688910224575198,0.0,0.0,0.0
10,low_to_high,0,1,3,1,72,0.32116853862380795,0.041666666666666664,3,24,0.9999993091495679,0.125,1,48,3.045995807355589e-08,0.0625,0.3211685081638499,1.0,0.0,0.0
10,low_to_high,0,1,6,1,72,0.3134858897763126,0.08333333333333333,2,48,0.9763661629730399,0.125,1,48,3.045995807355589e-08,0.125,0.31348585931635453,1.0,0.0,0.0
10,low_to_high,0,1,9,1,72,0.31634187320936363,0.125,2,48,0.9820585394847103,0.1875,1,48,3.045995807355589e-08,0.1875,0.3163418427494056,1.0,0.0,0.0
10,low_to_high,0,1,12,1,48,0.22967325779640727,0.25,2,72,0.9806447710113498,0.16666666666666666,1,48,3.045995807355589e-08,0.25,0.22967322733644918,1.0,1.0,1.0
10,low_to_high,0,1,15,1,24,0.30234734475138253,0.625,2,72,0.9873233993454122,0.20833333333333334,2,48,0.9729962559542773,0.3125,0.6706489112028948,0.0,0.0,0.0
10,low_to_high,0,1,18,1,24,0.38245465601545375,0.75,2,72,0.9877914675497151,0.25,1,48,0.3521389146873829,0.375,0.030315741328070855,1.0,0.0,0.0
10,low_to_high,0,1,21,1,24,0.35069541827200573,0.875,2,72,0.9912449807223014,0.2916666666666667,2,24,0.9749599965696134,0.875,0.6242645782976077,0.0,1.0,0.0
10,low_to_high,0,1,24,1,48,0.30539808802755064,0.5,2,72,0.9985217750372858,0.3333333333333333,2,72,0.9896940829906591,0.3333333333333333,0.6842959949631084,0.0,0.0,0.0
10,low_to_high,0,1,27,1,48,0.5049597565900603,0.5625,2,72,0.9935602584971678,0.375,2,72,0.9910673701135045,0.375,0.4861076135234442,0.0,0.0,0.0
10,low_to_high,0,1,30,1,48,0.36067175817735614,0.625,2,72,0.9951285394458642,0.4166666666666667,3,48,0.9881799084441752,0.625,0.6275081502668192,0.0,1.0,0.0
10,low_to_high,0,1,33,2,72,0.9925966864445729,0.4583333333333333,3,48,0.9999969315477281,0.6875,2,72,0.994443242473748,0.4583333333333333,0.0018465560291751615,1.0,1.0,1.0
10,low_to_high,0,1,36,2,72,0.9943667086148196,0.5,3,48,0.9999976767964438,0.75,3,48,0.9937975809627694,0.75,0.0005691276520501942,0.0,0.0,0.0
10,low_to_high,0,1,39,2,72,1.00000035924574,0.5416666666666666,3,48,0.9999977324726035,0.8125,2,72,1.00000035924574,0.5416666666666666,0.0,1.0,1.0,1.0
10,low_to_high,0,1,42,2,72,1.00000035924574,0.5833333333333334,3,48,0.9999939036535136,0.875,2,72,1.00000035924574,0.5833333333333334,0.0,1.0,1.0,1.0
10,low_to_high,0,1,45,2,72,1.00000035924574,0.625,3,48,0.9999939036535136,0.9375,2,72,1.00000035924574,0.625,0.0,1.0,1.0,1.0
